307541,0,0.003793335,0.003793335
307541,0,0.004035085,0.004035085
307541,0,0.003774184,0.003774184
307541,0,0.003925578,0.003925578
307541,0,0.003951976,0.003951976
307541,0,0.005812327,0.005812327
307541,0,0.00463402,0.00463402
307541,0,0.003795675,0.003795675
307541,0,0.004080785,0.004080785
307541,0,0.003900859,0.003900859
307541,0,0.004049207,0.004049207
307541,0,0.003949712,0.003949712
296409,8.14E-06,0.003948949,0.003957087
296409,4.88E-06,0.00389356,0.003898443
296409,0.001113612,0.005594762,0.006708374
296409,0.001155154,0.009351533,0.010506688
296409,3.26E-06,0.00387235,0.003875605
296409,8.14E-06,0.006452916,0.006461054
296409,0.00011706,0.003922043,0.004039103
296409,6.51E-06,0.003890305,0.003896815
296409,0.056267058,0.009749547,0.066016605
296409,0.013400944,0.010170754,0.023571698
296409,3.26E-06,0.003941951,0.003945206
296409,6.51E-06,0.003931075,0.003937585
282441,0,0.003793335,0.003793335
282441,0,0.004035085,0.004035085
282441,0,0.003998032,0.003998032
282441,0,0.003924433,0.003924433
282441,0,0.003729146,0.003729146
282441,0,0.005812715,0.005812715
282441,3.46E-06,0.004633609,0.004637068
282441,0,0.003795802,0.003795802
282441,0,0.004080921,0.004080921
282441,0,0.003900729,0.003900729
282441,0,0.004049072,0.004049072
282441,1.73E-06,0.003954472,0.003956202
282432,1.856857529,2.108829091,3.96568662
282432,1.492728653,1.391877925,2.884606578
282432,1.657467219,2.06878095,3.726248169
282432,2.137773489,2.279005614,4.416779103
282432,1.876086578,1.757077026,3.633163605
282432,2.022785161,2.327722295,4.350507456
282432,2.269709752,2.639560445,4.909270198
282432,1.986701406,1.969709651,3.956411057
282432,1.98300944,2.25058019,4.23358963
282432,2.32861028,2.576694845,4.905305125
282432,2.220631857,2.15249805,4.373129907
282432,2.937678172,3.001393178,5.93907135
236969,0.131366348,0.726719437,0.858085785
236969,0.133561351,0.726922506,0.860483856
236969,0.071444244,0.369692103,0.441136347
236969,0.133378617,0.728518823,0.861897441
236969,0.132188155,0.726712913,0.858901068
236969,0.072875608,0.372168981,0.445044589
236969,0.214176719,1.376313071,1.59048979
236969,0.244666969,1.200326011,1.44499298
236969,0.129643582,0.494113016,0.623756598
236969,0.218808187,0.916906662,1.135714849
236969,0.193326289,0.922176183,1.115502472
236969,0.264152476,0.619996287,0.884148763
236968,1.737682444,0.50553215,2.243214595
236968,1.510018845,0.51952563,2.029544474
236968,1.890895157,0.651789907,2.542685064
236968,1.991041728,0.647557285,2.638599012
236968,1.969479664,0.626870686,2.59635035
236968,1.904625433,0.648966716,2.553592149
236968,1.977925097,0.650418535,2.628343632
236968,2.164908717,0.647063398,2.811972115
236968,1.796685843,0.654751811,2.451437654
236968,2.48131073,0.805193303,3.286504033
236968,2.09284757,0.830532837,2.923380407
236968,3.163350143,0.996206589,4.159556732
236966,2.684480921,3.479453761,6.163934682
236966,2.259883982,2.9769089,5.236792882
236966,2.939919866,3.941851476,6.881771342
236966,2.843643327,3.781342228,6.624985555
236966,2.998107096,3.757264557,6.755371653
236966,2.947807261,3.948254929,6.89606219
236966,2.746601766,3.763021495,6.50962326
236966,2.935082879,3.892119917,6.827202796
236966,2.501019465,3.391664785,5.89268425
236966,3.538285573,4.520189489,8.058475062
236966,3.323746287,4.283976466,7.607722753
236966,4.52141833,5.668064626,10.18948296
236965,3.26E-06,0.003445082,0.003448339
236965,0,0.003844986,0.003844986
236965,6.51E-06,0.003999176,0.004005686
236965,0,0.003920616,0.003920616
236965,0,0.003920212,0.003920212
236965,1.47E-05,0.006567469,0.006582219
236965,3.26E-06,0.003887433,0.003890689
236965,0,0.003840687,0.003840687
236965,1.63E-06,0.003895189,0.003896817
236965,3.61E-06,0.004056422,0.004060033
236965,0,0.003852208,0.003852208
236965,1.68E-05,0.004890907,0.004907738
236964,0,0.003443454,0.003443454
236964,0,0.003844986,0.003844986
236964,0,0.003994293,0.003994293
236964,0,0.003920616,0.003920616
236964,0,0.003920212,0.003920212
236964,1.63E-06,0.006565842,0.006567469
236964,0,0.003885806,0.003885806
236964,0,0.003840687,0.003840687
236964,0,0.003893561,0.003893561
236964,0,0.004056422,0.004056422
236964,0,0.003852208,0.003852208
236964,1.68E-06,0.004877941,0.004879619
236963,1.41E-05,0.003464671,0.003478765
236963,7.53E-06,0.003859634,0.003867162
236963,7.07E-06,0.004008179,0.004015249
236963,7.53E-06,0.00393526,0.003942786
236963,7.07E-06,0.003934097,0.003941167
236963,5.39E-06,0.006574793,0.006580184
236963,7.17E-06,0.00389313,0.003900302
236963,1.08E-05,0.003864922,0.003875756
236963,9.31E-06,0.003905187,0.003914498
236963,7.17E-06,0.004070409,0.004077581
236963,1.42E-05,0.00387352,0.003887711
236963,8.75E-06,0.004893501,0.004902246
236962,1.542348887,0.395014165,1.937363052
